studente,codice_attivita,data
GDNPSL45A62I007Y,AT074,2023-02-04
MZZGFR53P55L172G,AT074,2023-02-04
TLNVRC76D19G294B,AT074,2023-02-04
VNDGLN28B13I290T,AT074,2023-02-04
LNTLSU98B10G625L,AT074,2023-02-04
TMBNGL50D47I923O,AT074,2025-06-07
BRSRMN48R47G618I,AT074,2025-06-07
RGNSRS53E64B790Q,AT074,2025-06-07
RMNPMN84D54C300K,AT074,2025-06-07
CCRGSN77L53A601X,AT074,2025-06-07
TRTLSI58C12E911E,AT074,2025-06-07
TRSPLG87P67L438G,AT074,2025-06-07
DNSRNT83L67A970K,AT074,2023-04-20
BBGNNS07B09B428X,AT074,2023-04-20
TRTLSI58C12E911E,AT074,2023-04-20
NOIDNG52L60L061W,AT074,2023-04-20
CSTFBA97T13C080A,AT074,2023-04-20
DSUGLM27E11F369U,AT074,2023-05-21
DNSRNT83L67A970K,AT074,2023-05-21
GLTLVR97T19F766D,AT074,2023-05-21
TLNVRC76D19G294B,AT074,2023-05-21
CSTFBA97T13C080A,AT074,2023-05-21
GDNPSL45A62I007Y,AT074,2023-05-21
LCRFRC30P02I292T,AT074,2023-05-21
PRZMRL59P49I644E,AT074,2023-05-21
MGGJCP84D69I643D,AT074,2023-05-21
TRSPLG87P67L438G,AT074,2023-05-21
NOIDNG52L60L061W,AT074,2023-05-21
RGNSRS53E64B790Q,AT074,2023-05-21
PTRSNN22T41A863I,AT074,2023-05-21
NDRRSL63C13I202Q,AT074,2023-05-21
FRRCLD00E56F239H,AT074,2023-05-21
CHDGCT34C41D042E,AT074,2023-05-21
PGLNTN80R29A713Y,AT074,2023-05-21
CSTFBA97T13C080A,AT074,2025-07-07
MRSRGR79R44G020X,AT074,2025-07-07
RTCNCL38L66I899C,AT074,2025-07-07
BRSRMN48R47G618I,AT074,2025-07-07
TLNVRC76D19G294B,AT074,2025-07-07
BBGNNS07B09B428X,AT074,2025-07-07
TNNBNT63P41B720D,AT074,2025-07-07
LNTLSU98B10G625L,AT074,2025-07-07
CRLVCR40B04G335M,AT074,2025-07-07
GLTSTN64P13C561G,AT074,2025-07-07
MNTCRL41D49B486L,AT074,2025-07-07
LCRFRC30P02I292T,AT074,2025-07-07
NDRRSL63C13I202Q,AT074,2025-07-07
SNSGRC45T71F106E,AT074,2025-07-07
TDSDNL07S25B218U,AT074,2025-07-07
MNCLCZ48R27E158T,AT074,2025-07-07
MRTBLS86A41G943K,AT074,2025-07-07
CRSTTR84R60H765J,AT075,2024-02-28
TRTLSI58C12E911E,AT075,2024-02-28
BRSRMN48R47G618I,AT075,2024-02-28
TRCTTE90L21E581V,AT075,2024-02-28
RGNSRS53E64B790Q,AT075,2024-02-28
SCRRMD90P69E498W,AT075,2024-02-28
RCCGSP72C31L707Q,AT075,2024-02-28
CSTTNI63R20E791N,AT075,2024-02-28
CMRRFL96A49H547E,AT075,2024-02-28
GDNPSL45A62I007Y,AT075,2024-02-28
BTTTRT28M66F162R,AT075,2025-11-18
BSSBTN30R24B932K,AT075,2025-11-18
FRRCLD00E56F239H,AT075,2025-11-18
PSCBLD77S61D548L,AT075,2025-11-18
LNTLSU98B10G625L,AT075,2025-11-18
BTTPRC08B07B138D,AT075,2025-11-18
CTLLND16D15G859K,AT075,2025-11-18
GNNGSN40E59G619K,AT075,2025-11-18
CMRRFL96A49H547E,AT075,2025-11-18
RCCSTN11M20M361D,AT075,2025-11-18
GRGVNL79B28F146O,AT075,2025-11-18
TLNVRC76D19G294B,AT075,2025-11-18
FNTRFL42S59H639U,AT075,2025-12-10
NVNFRN56R43E924F,AT075,2025-12-10
TNNBNT63P41B720D,AT075,2025-12-10
BBAPRN15P27A552K,AT075,2025-12-10
SNSGRC45T71F106E,AT075,2025-12-10
CSTTNI63R20E791N,AT075,2025-12-10
BTNSLS85C60D184F,AT075,2025-12-10
RTCNCL38L66I899C,AT075,2025-12-10
MGGJCP84D69I643D,AT075,2025-12-10
PTRSNN22T41A863I,AT075,2025-12-10
SLTRFL31L21D766D,AT075,2025-12-10
MZZGFR53P55L172G,AT075,2025-12-10
MRTBLS86A41G943K,AT075,2025-12-10
CCRGSN77L53A601X,AT075,2025-12-10
SRESYV46P24A965O,AT075,2025-12-10
CRLVCR40B04G335M,AT075,2025-12-10
BTTPRC08B07B138D,AT075,2025-12-10
MNTCRL41D49B486L,AT075,2024-01-23
MLPBRC37E23A519G,AT075,2024-01-23
GNNGSN40E59G619K,AT075,2024-01-23
CCRGSN77L53A601X,AT075,2024-01-23
BTTPRC08B07B138D,AT075,2024-01-23
BDGGDI52R15B756K,AT075,2024-01-23
CRLVCR40B04G335M,AT075,2024-01-23
NVIGLS13A49H825C,AT075,2024-01-23
CTLGVN53C01E026W,AT075,2024-01-23
PRZMRL59P49I644E,AT075,2024-01-23
PGLNTN80R29A713Y,AT075,2024-01-23
RSTMRN54A10C555W,AT075,2024-01-23
SREVRC70E19G802R,AT075,2024-01-23
CSRFBA42A09D621L,AT075,2024-12-03
NCHMLS79L13G189Q,AT075,2024-12-03
PNCJCP35S49G556I,AT075,2024-12-03
DNSRNT83L67A970K,AT075,2024-12-03
CRLVCR40B04G335M,AT075,2024-12-03
SNSGRC45T71F106E,AT075,2024-12-03
MLPBRC37E23A519G,AT075,2024-12-03
TMSNCL01B50L384G,AT075,2024-12-03
BBAPRN15P27A552K,AT075,2024-12-03
CRSMLS07D11A110I,AT075,2024-12-03
PRGNCI60M53G119E,AT075,2024-12-03
MCCLGN24M22H920Z,AT075,2024-12-03
TRSPLG87P67L438G,AT075,2024-12-03
RGNSRS53E64B790Q,AT075,2024-12-03
RTCNCL38L66I899C,AT075,2024-12-03
CMPDLA89D15H442X,AT075,2024-12-03
LPPGLT97H11F337Z,AT076,2023-08-02
CSRFBA42A09D621L,AT076,2023-08-02
SLTRFL31L21D766D,AT076,2023-08-02
PZZLME65R58E536P,AT076,2023-08-02
NVNFRN56R43E924F,AT076,2023-08-02
MCCLGN24M22H920Z,AT076,2023-08-02
GSSMRL90B47B758E,AT076,2023-08-02
GLLBRR31M49I984X,AT076,2023-08-02
CTLGVN53C01E026W,AT076,2023-08-02
RSTMRN54A10C555W,AT076,2023-08-02
GRNGSV39M49M377L,AT076,2023-08-02
NDRVNS02S03G415L,AT076,2023-08-02
GNNGSN40E59G619K,AT076,2023-08-02
NVIGLS13A49H825C,AT076,2023-08-02
NDRVNS02S03G415L,AT076,2025-07-10
MCCLGN24M22H920Z,AT076,2025-07-10
RSTMRN54A10C555W,AT076,2025-07-10
NVNFRN56R43E924F,AT076,2025-07-10
RCCSTN11M20M361D,AT076,2025-07-10
LPPGLT97H11F337Z,AT076,2025-07-10
CSRFBA42A09D621L,AT076,2025-07-10
TNCCRL76L48D569Q,AT076,2025-07-10
SLTRFL31L21D766D,AT076,2025-07-10
CTLGVN53C01E026W,AT076,2024-03-13
GSSMRL90B47B758E,AT076,2024-03-13
SLTRFL31L21D766D,AT076,2024-03-13
GNNGSN40E59G619K,AT076,2024-03-13
MCCLGN24M22H920Z,AT076,2024-03-13
PVNMCL00B63H059Q,AT076,2024-03-13
RSTMRN54A10C555W,AT076,2024-03-13
GRNGSV39M49M377L,AT076,2024-12-23
LPPGLT97H11F337Z,AT076,2024-12-23
RCCSTN11M20M361D,AT076,2024-12-23
TNCCRL76L48D569Q,AT076,2024-12-23
GLLBRR31M49I984X,AT076,2024-12-23
RMNDRA85D64L859X,AT076,2024-12-23
SLTRFL31L21D766D,AT076,2024-12-23
NDRVNS02S03G415L,AT076,2024-12-23
GSSMRL90B47B758E,AT076,2024-12-23
CTLGVN53C01E026W,AT076,2024-12-23
RSTMRN54A10C555W,AT076,2024-12-23
MCCLGN24M22H920Z,AT076,2023-03-20
GNNGSN40E59G619K,AT076,2023-03-20
GSSMRL90B47B758E,AT076,2023-03-20
RSTMRN54A10C555W,AT076,2023-03-20
NVNFRN56R43E924F,AT076,2023-03-20
PZZLME65R58E536P,AT076,2023-03-20
SLTRFL31L21D766D,AT076,2023-03-20
PVNMCL00B63H059Q,AT076,2023-03-20
GLLBRR31M49I984X,AT076,2023-03-20
CSRFBA42A09D621L,AT076,2023-03-20
TNCCRL76L48D569Q,AT076,2023-03-20
LPPGLT97H11F337Z,AT076,2023-03-20
CTLGVN53C01E026W,AT076,2023-03-20
RCCSTN11M20M361D,AT076,2023-03-20
NVIGLS13A49H825C,AT076,2023-03-20
NDRVNS02S03G415L,AT076,2023-03-20
GRNGSV39M49M377L,AT076,2023-03-20
RMNDRA85D64L859X,AT076,2023-03-20
CNVRTR51S60L506S,AT077,2025-08-16
TMBNGL50D47I923O,AT077,2025-08-16
CRLVCR40B04G335M,AT077,2025-08-16
BRSRMN48R47G618I,AT077,2025-08-16
MNTCNT43C15F147N,AT077,2025-08-16
PRZMRL59P49I644E,AT077,2025-08-16
FRRCLD00E56F239H,AT077,2025-08-16
MNCLCZ48R27E158T,AT077,2025-08-16
NDRRSL63C13I202Q,AT077,2025-08-16
CHDGCT34C41D042E,AT077,2025-08-16
GRTTZN63M14B891U,AT077,2025-08-16
TDSDNL07S25B218U,AT077,2025-08-16
TNNBNT63P41B720D,AT077,2025-08-16
MRSRGR79R44G020X,AT077,2025-08-16
FRRCLD00E56F239H,AT077,2023-09-04
PRZMRL59P49I644E,AT077,2023-09-04
TNNBNT63P41B720D,AT077,2023-09-04
TMBNGL50D47I923O,AT077,2023-09-04
MRSRGR79R44G020X,AT077,2023-09-04
TDSDNL07S25B218U,AT077,2023-09-04
MNCLCZ48R27E158T,AT077,2023-09-04
GRTTZN63M14B891U,AT077,2023-09-04
CRLVCR40B04G335M,AT077,2023-09-04
NDRRSL63C13I202Q,AT077,2023-09-04
BRSRMN48R47G618I,AT077,2023-09-04
CHDGCT34C41D042E,AT077,2023-09-04
PRZMRL59P49I644E,AT077,2024-12-09
TDSDNL07S25B218U,AT077,2024-12-09
BRSRMN48R47G618I,AT077,2024-12-09
NDRRSL63C13I202Q,AT077,2024-12-09
TMBNGL50D47I923O,AT077,2024-12-09
CNVRTR51S60L506S,AT077,2024-12-09
MNTCNT43C15F147N,AT077,2024-12-09
FRRCLD00E56F239H,AT077,2024-12-09
TNNBNT63P41B720D,AT077,2024-12-09
CHDGCT34C41D042E,AT077,2024-12-09
MNTCNT43C15F147N,AT077,2025-08-04
MNCLCZ48R27E158T,AT077,2025-08-04
PRZMRL59P49I644E,AT077,2025-08-04
CHDGCT34C41D042E,AT077,2025-08-04
NDRRSL63C13I202Q,AT077,2025-08-04
CNVRTR51S60L506S,AT077,2025-08-04
TDSDNL07S25B218U,AT077,2025-08-04
BRSRMN48R47G618I,AT077,2025-08-04
FRRCLD00E56F239H,AT077,2025-08-04
TNNBNT63P41B720D,AT077,2025-08-04
MRSRGR79R44G020X,AT077,2025-08-04
CRLVCR40B04G335M,AT077,2025-08-04
CRLVCR40B04G335M,AT077,2024-06-29
MNTCNT43C15F147N,AT077,2024-06-29
MNCLCZ48R27E158T,AT077,2024-06-29
PRZMRL59P49I644E,AT077,2024-06-29
TDSDNL07S25B218U,AT077,2024-06-29
FRRCLD00E56F239H,AT077,2024-06-29
GRTTZN63M14B891U,AT077,2024-06-29
TNNBNT63P41B720D,AT077,2024-06-29
CNVRTR51S60L506S,AT077,2024-06-29
NDRRSL63C13I202Q,AT077,2024-06-29
BRSRMN48R47G618I,AT077,2024-06-29
MRSRGR79R44G020X,AT077,2024-06-29
CHDGCT34C41D042E,AT077,2024-06-29
BRSRMN48R47G618I,AT078,2025-10-30
PRZMRL59P49I644E,AT078,2025-10-30
CSRFBA42A09D621L,AT078,2025-10-30
GRNGSV39M49M377L,AT078,2025-10-30
MNTCNT43C15F147N,AT078,2025-10-30
CRLVCR40B04G335M,AT078,2025-10-30
RCCSTN11M20M361D,AT078,2025-10-30
RMNDRA85D64L859X,AT078,2025-10-30
TMBNGL50D47I923O,AT078,2025-10-30
CHDGCT34C41D042E,AT078,2025-10-30
GNNGSN40E59G619K,AT078,2025-10-30
GSSMRL90B47B758E,AT078,2025-10-30
MRSRGR79R44G020X,AT078,2025-10-30
NDRRSL63C13I202Q,AT078,2025-10-30
MNCLCZ48R27E158T,AT078,2025-10-30
BRSRMN48R47G618I,AT078,2023-01-17
LPPGLT97H11F337Z,AT078,2023-01-17
CRLVCR40B04G335M,AT078,2023-01-17
CNVRTR51S60L506S,AT078,2023-01-17
CSRFBA42A09D621L,AT078,2023-01-17
GRNGSV39M49M377L,AT078,2023-01-17
TNNBNT63P41B720D,AT078,2023-01-17
GLLBRR31M49I984X,AT078,2023-01-17
PRZMRL59P49I644E,AT078,2023-01-17
NDRVNS02S03G415L,AT078,2023-01-17
RMNDRA85D64L859X,AT078,2023-01-17
TNCCRL76L48D569Q,AT078,2023-01-17
NDRRSL63C13I202Q,AT078,2023-01-17
CHDGCT34C41D042E,AT078,2023-01-17
SLTRFL31L21D766D,AT078,2023-01-17
PVNMCL00B63H059Q,AT078,2023-01-17
NVNFRN56R43E924F,AT078,2024-01-19
FRRCLD00E56F239H,AT078,2024-01-19
NDRRSL63C13I202Q,AT078,2024-01-19
NVIGLS13A49H825C,AT078,2024-01-19
TDSDNL07S25B218U,AT078,2024-01-19
CTLGVN53C01E026W,AT078,2024-01-19
TMBNGL50D47I923O,AT078,2024-01-19
MRSRGR79R44G020X,AT078,2024-01-19
SLTRFL31L21D766D,AT078,2024-01-27
GNNGSN40E59G619K,AT078,2024-01-27
MCCLGN24M22H920Z,AT078,2024-01-27
RMNDRA85D64L859X,AT078,2024-01-27
RCCSTN11M20M361D,AT078,2024-01-27
MNTCNT43C15F147N,AT078,2024-01-27
GSSMRL90B47B758E,AT078,2024-01-27
CNVRTR51S60L506S,AT078,2024-01-27
RSTMRN54A10C555W,AT078,2024-01-27
CTLGVN53C01E026W,AT078,2024-01-27
LPPGLT97H11F337Z,AT078,2024-01-27
CRLVCR40B04G335M,AT078,2024-01-27
BRSRMN48R47G618I,AT078,2024-01-27
MNCLCZ48R27E158T,AT078,2024-01-27
TDSDNL07S25B218U,AT078,2024-01-27
NVIGLS13A49H825C,AT078,2024-01-27
MRSRGR79R44G020X,AT078,2024-01-27
TNCCRL76L48D569Q,AT078,2024-01-27
PRZMRL59P49I644E,AT078,2024-01-27
TMBNGL50D47I923O,AT078,2025-06-05
MNTCNT43C15F147N,AT078,2025-06-05
CSRFBA42A09D621L,AT078,2025-06-05
CNVRTR51S60L506S,AT078,2025-06-05
MCCLGN24M22H920Z,AT078,2025-06-05
MRSRGR79R44G020X,AT078,2025-06-05
CTLGVN53C01E026W,AT078,2025-06-05
TNCCRL76L48D569Q,AT078,2025-06-05
PVNMCL00B63H059Q,AT078,2025-06-05
TDSDNL07S25B218U,AT078,2025-06-05
MNCLCZ48R27E158T,AT078,2025-06-05
NDRRSL63C13I202Q,AT078,2025-06-05
GRNGSV39M49M377L,AT078,2025-06-05
NCLGSV25R44B203F,AT079,2025-08-28
PVRLNE81R13C727L,AT079,2025-08-28
NTNGLN96T64H917C,AT079,2025-08-28
CTLGVN53C01E026W,AT079,2025-08-28
BRNBNN36T60G827T,AT079,2025-08-28
CTLLND16D15G859K,AT079,2025-08-28
TMSNCL01B50L384G,AT079,2025-08-28
CMRRFL96A49H547E,AT079,2025-08-28
MLPBRC37E23A519G,AT079,2025-08-28
SLMVNN25T48M411I,AT079,2025-08-28
PVNMCL00B63H059Q,AT079,2025-08-28
CRSMLS07D11A110I,AT079,2025-08-28
TMBMRN55B44F840P,AT079,2025-08-28
BTTPRC08B07B138D,AT079,2025-08-28
MZZMCL39T44C567T,AT079,2025-08-28
PVRLNE81R13C727L,AT079,2023-04-18
VLNMLN29A25D684F,AT079,2023-04-18
TRCTTE90L21E581V,AT079,2023-04-18
GNNGSN40E59G619K,AT079,2023-04-18
BBAPRN15P27A552K,AT079,2023-04-18
TNCCRL76L48D569Q,AT079,2023-04-18
SLMVNN25T48M411I,AT079,2023-04-18
BRNBNN36T60G827T,AT079,2023-04-18
PSCBLD77S61D548L,AT079,2023-04-18
CRSMLS07D11A110I,AT079,2023-04-18
TMSNCL01B50L384G,AT079,2023-04-18
SREVRC70E19G802R,AT079,2023-04-18
VNLBLD08B64E040R,AT079,2023-04-18
MZZMCL39T44C567T,AT079,2024-10-06
VNLBLD08B64E040R,AT079,2024-10-06
GLLBRR31M49I984X,AT079,2024-10-06
SCRRMD90P69E498W,AT079,2024-10-06
CRSMLS07D11A110I,AT079,2024-10-06
CMRRFL96A49H547E,AT079,2024-10-06
VNLBLD08B64E040R,AT079,2025-12-04
RMNDRA85D64L859X,AT079,2025-12-04
VLNMLN29A25D684F,AT079,2025-12-04
GSSMRL90B47B758E,AT079,2025-12-04
PVRLNE81R13C727L,AT079,2025-12-04
NCLGSV25R44B203F,AT079,2025-12-04
BSSBTN30R24B932K,AT079,2023-11-08
SLMVNN25T48M411I,AT079,2023-11-08
CRSTTR84R60H765J,AT079,2023-11-08
PVNMCL00B63H059Q,AT079,2023-11-08
CSRFBA42A09D621L,AT079,2023-11-08
BBAPRN15P27A552K,AT079,2023-11-08
BRNBNN36T60G827T,AT079,2023-11-08
RMNDRA85D64L859X,AT079,2023-11-08
MZZGFR53P55L172G,AT080,2023-05-13
GLTLVR97T19F766D,AT080,2023-05-13
TMBNGL50D47I923O,AT080,2023-05-13
PPETTV44T45B606A,AT080,2023-05-13
RTCNCL38L66I899C,AT080,2023-05-13
TRSPLG87P67L438G,AT080,2023-05-13
PRGNCI60M53G119E,AT080,2023-05-13
BTNSLS85C60D184F,AT080,2023-05-13
ZRLDMA40L64B091A,AT080,2023-05-13
GLTSTN64P13C561G,AT080,2023-05-13
VNDGLN28B13I290T,AT080,2023-05-13
DSUGLM27E11F369U,AT080,2023-05-13
NOIDNG52L60L061W,AT080,2023-05-13
CMPDLA89D15H442X,AT080,2023-05-13
PGLNTN80R29A713Y,AT080,2023-05-13
DSUGLM27E11F369U,AT080,2025-10-10
NOIDNG52L60L061W,AT080,2025-10-10
NPLRNT59B61C860V,AT080,2025-10-10
GLTSTN64P13C561G,AT080,2025-10-10
LNTLSU98B10G625L,AT080,2025-10-10
BTNSLS85C60D184F,AT080,2025-10-10
TMBNGL50D47I923O,AT080,2025-10-10
MNTCRL41D49B486L,AT080,2025-10-10
SNSGRC45T71F106E,AT080,2025-10-10
GDNPSL45A62I007Y,AT080,2025-10-10
GRGVNL79B28F146O,AT080,2025-10-10
TRTLSI58C12E911E,AT080,2025-10-10
CRLVCR40B04G335M,AT080,2025-10-10
RMNPMN84D54C300K,AT080,2025-10-10
TRSPLG87P67L438G,AT080,2025-07-22
MGGJCP84D69I643D,AT080,2025-07-22
MZZGFR53P55L172G,AT080,2025-07-22
PGLNTN80R29A713Y,AT080,2025-07-22
PPETTV44T45B606A,AT080,2025-07-22
MRTBLS86A41G943K,AT080,2025-07-22
SNSGRC45T71F106E,AT080,2025-07-22
MNTCRL41D49B486L,AT080,2025-07-22
SRESYV46P24A965O,AT080,2025-07-22
BDGGDI52R15B756K,AT080,2025-07-22
VNDGLN28B13I290T,AT080,2025-07-22
TLNVRC76D19G294B,AT080,2025-07-22
PRZMRL59P49I644E,AT080,2025-07-22
GDNPSL45A62I007Y,AT080,2025-07-22
DNSRNT83L67A970K,AT080,2024-03-21
RGNSRS53E64B790Q,AT080,2024-03-21
GRNDMN76B66D239G,AT080,2024-03-21
MGGJCP84D69I643D,AT080,2024-03-21
PPETTV44T45B606A,AT080,2024-03-21
GRGVNL79B28F146O,AT080,2024-03-21
RCCGSP72C31L707Q,AT080,2024-03-21
GRTTZN63M14B891U,AT080,2024-03-21
SRESYV46P24A965O,AT080,2024-03-21
NOIDNG52L60L061W,AT080,2024-03-21
ZRLDMA40L64B091A,AT080,2024-03-21
PTRSNN22T41A863I,AT080,2024-03-21
TRTLSI58C12E911E,AT080,2024-03-21
GLTLVR97T19F766D,AT080,2024-03-21
RMNPMN84D54C300K,AT080,2024-03-21
LCRFRC30P02I292T,AT080,2024-03-21
LNTLSU98B10G625L,AT080,2023-01-01
CMPDLA89D15H442X,AT080,2023-01-01
GRNDMN76B66D239G,AT080,2023-01-01
SNSGRC45T71F106E,AT080,2023-01-01
MGGJCP84D69I643D,AT080,2023-01-01
TMBNGL50D47I923O,AT080,2023-01-01
PTRSNN22T41A863I,AT080,2023-01-01
PPETTV44T45B606A,AT080,2023-01-01
TLNVRC76D19G294B,AT080,2023-01-01
RMNPMN84D54C300K,AT080,2023-01-01
GLTLVR97T19F766D,AT080,2023-01-01
MZZGFR53P55L172G,AT080,2023-01-01
PGLNTN80R29A713Y,AT080,2023-01-01
MRSRGR79R44G020X,AT080,2023-01-01
GRGVNL79B28F146O,AT081,2024-03-20
TMBMRN55B44F840P,AT081,2024-03-20
RMNPMN84D54C300K,AT081,2024-03-20
LCRFRC30P02I292T,AT081,2024-03-20
CRSTTR84R60H765J,AT081,2024-03-20
DSUGLM27E11F369U,AT081,2024-03-20
RCCGSP72C31L707Q,AT081,2024-03-20
RTCNCL38L66I899C,AT081,2024-03-20
SCRRMD90P69E498W,AT081,2024-03-20
CTLLND16D15G859K,AT081,2024-03-20
CSRFBA42A09D621L,AT081,2024-03-20
CRSMLS07D11A110I,AT081,2024-03-20
LNTLSU98B10G625L,AT081,2023-11-15
DSUGLM27E11F369U,AT081,2023-11-15
BSSBTN30R24B932K,AT081,2023-11-15
RMNDRA85D64L859X,AT081,2023-11-15
CSTFBA97T13C080A,AT081,2023-11-15
CMRRFL96A49H547E,AT081,2023-11-15
FNTRFL42S59H639U,AT081,2023-11-15
GDNPSL45A62I007Y,AT081,2023-11-15
PVRLNE81R13C727L,AT081,2023-11-15
NCHMLS79L13G189Q,AT081,2023-11-15
PSCBLD77S61D548L,AT081,2023-11-15
RSTMRN54A10C555W,AT081,2023-11-15
MGGJCP84D69I643D,AT081,2023-02-24
PVRLNE81R13C727L,AT081,2023-02-24
SREVRC70E19G802R,AT081,2023-02-24
MNTCRL41D49B486L,AT081,2023-02-24
SNSGRC45T71F106E,AT081,2023-02-24
GLTLVR97T19F766D,AT081,2023-02-24
CSRFBA42A09D621L,AT081,2023-02-24
MZZMCL39T44C567T,AT081,2023-02-24
CCRGSN77L53A601X,AT081,2023-02-24
TRSPLG87P67L438G,AT081,2023-02-24
TMSNCL01B50L384G,AT081,2023-02-24
DNSRNT83L67A970K,AT081,2023-02-24
GSSMRL90B47B758E,AT081,2023-02-24
NTNGLN96T64H917C,AT081,2023-02-24
NSTJLD78B04G074V,AT081,2023-02-24
PNCJCP35S49G556I,AT081,2023-02-24
RMNPMN84D54C300K,AT081,2023-02-24
GRTTZN63M14B891U,AT081,2023-02-24
TMBMRN55B44F840P,AT081,2023-02-24
RMNPMN84D54C300K,AT081,2024-01-01
LCRFRC30P02I292T,AT081,2024-01-01
TMBMRN55B44F840P,AT081,2024-01-01
NCHMLS79L13G189Q,AT081,2024-01-01
CSRFBA42A09D621L,AT081,2024-01-01
CRLVCR40B04G335M,AT081,2024-01-01
PRGNCI60M53G119E,AT081,2024-01-01
MZZMCL39T44C567T,AT081,2024-01-01
GRNDMN76B66D239G,AT081,2024-01-01
RTCNCL38L66I899C,AT081,2024-01-01
BBGNNS07B09B428X,AT081,2024-01-01
LNTLSU98B10G625L,AT081,2024-01-01
BTNSLS85C60D184F,AT081,2024-01-01
GLLBRR31M49I984X,AT081,2024-01-01
VNDGLN28B13I290T,AT081,2024-01-01
NPLRNT59B61C860V,AT081,2024-01-01
MGGJCP84D69I643D,AT081,2024-10-07
TNCCRL76L48D569Q,AT081,2024-10-07
CRSMLS07D11A110I,AT081,2024-10-07
NPLRNT59B61C860V,AT081,2024-10-07
GRGMNL45P63H014I,AT081,2024-10-07
RMNPMN84D54C300K,AT081,2024-10-07
SCRRMD90P69E498W,AT081,2024-10-07
GRNDMN76B66D239G,AT081,2024-10-07
CSRFBA42A09D621L,AT081,2024-10-07
GNNGSN40E59G619K,AT081,2024-10-07
PRZMRL59P49I644E,AT081,2024-10-07
GRTTZN63M14B891U,AT081,2024-10-07
TMBNGL50D47I923O,AT081,2024-10-07
PVNMCL00B63H059Q,AT081,2024-10-07
PSCBLD77S61D548L,AT081,2024-10-07
MNTCRL41D49B486L,AT081,2024-10-07
SRESYV46P24A965O,AT081,2024-10-07
VNDGLN28B13I290T,AT081,2024-10-07
GLTLVR97T19F766D,AT081,2024-10-07
NVIGLS13A49H825C,AT086,2024-11-11
RCCSTN11M20M361D,AT086,2024-11-11
RCCSTN11M20M361D,AT086,2023-05-26
NVIGLS13A49H825C,AT086,2023-05-26
RCCSTN11M20M361D,AT086,2025-03-31
NVIGLS13A49H825C,AT086,2025-03-31
RCCSTN11M20M361D,AT086,2024-05-16
NVIGLS13A49H825C,AT086,2024-05-16
NVIGLS13A49H825C,AT086,2023-03-12
RCCSTN11M20M361D,AT086,2023-03-12
CNVRTR51S60L506S,AT087,2025-07-18
BRSRMN48R47G618I,AT087,2025-07-18
NDRRSL63C13I202Q,AT087,2025-07-18
BRSRMN48R47G618I,AT087,2024-03-03
NDRRSL63C13I202Q,AT087,2024-03-03
CNVRTR51S60L506S,AT087,2024-03-03
BRSRMN48R47G618I,AT087,2023-10-25
NDRRSL63C13I202Q,AT087,2023-10-25
CNVRTR51S60L506S,AT087,2023-10-25
BRSRMN48R47G618I,AT087,2025-09-12
CNVRTR51S60L506S,AT087,2025-09-12
NDRRSL63C13I202Q,AT087,2025-09-12
NDRRSL63C13I202Q,AT087,2025-01-22
BRSRMN48R47G618I,AT087,2025-01-22
CNVRTR51S60L506S,AT087,2025-01-22
BTTPRC08B07B138D,AT088,2025-06-21
BSSBTN30R24B932K,AT088,2025-06-21
SCRRMD90P69E498W,AT088,2025-06-21
PNCJCP35S49G556I,AT088,2025-06-21
CSTTNI63R20E791N,AT088,2025-06-21
PVNMCL00B63H059Q,AT088,2025-06-21
LPPGLT97H11F337Z,AT088,2025-06-21
CTLLND16D15G859K,AT088,2025-06-21
GRNGSV39M49M377L,AT088,2025-06-21
GNNGSN40E59G619K,AT088,2025-06-21
BTTRFL78H50H675I,AT088,2023-12-19
PSCBLD77S61D548L,AT088,2023-12-19
GLLBRR31M49I984X,AT088,2023-12-19
BSSBTN30R24B932K,AT088,2023-12-19
SLMVNN25T48M411I,AT088,2023-12-19
CSRFBA42A09D621L,AT088,2023-12-19
TMBMRN55B44F840P,AT088,2023-12-19
PVNMCL00B63H059Q,AT088,2023-12-19
PZZLME65R58E536P,AT088,2023-12-19
RSTMRN54A10C555W,AT088,2023-12-19
BBAPRN15P27A552K,AT088,2023-12-19
BTTTRT28M66F162R,AT088,2023-12-19
MLPBRC37E23A519G,AT088,2023-12-19
CRSTTR84R60H765J,AT088,2023-12-19
TMSNCL01B50L384G,AT088,2023-12-19
CSRFBA42A09D621L,AT088,2023-06-27
MCCLGN24M22H920Z,AT088,2023-06-27
MLPBRC37E23A519G,AT088,2023-06-27
CTLGVN53C01E026W,AT088,2023-06-27
CMRRFL96A49H547E,AT088,2023-06-27
PVRLNE81R13C727L,AT088,2023-06-27
PNCJCP35S49G556I,AT088,2023-06-27
GSSMRL90B47B758E,AT088,2023-06-27
SREVRC70E19G802R,AT088,2023-06-27
GRNGSV39M49M377L,AT088,2023-06-27
BSSBTN30R24B932K,AT088,2023-06-27
NCHMLS79L13G189Q,AT088,2023-06-27
NDRVNS02S03G415L,AT088,2023-06-27
RCCSTN11M20M361D,AT088,2023-06-27
SLTRFL31L21D766D,AT088,2023-06-27
NCLGSV25R44B203F,AT088,2023-06-27
PVNMCL00B63H059Q,AT088,2023-06-27
BTTRFL78H50H675I,AT088,2025-04-13
BBAPRN15P27A552K,AT088,2025-04-13
VNLBLD08B64E040R,AT088,2025-04-13
GNNGSN40E59G619K,AT088,2025-04-13
